frame,person_id,center_x,center_y
303,33,656,249
303,34,411,193
303,35,261,189
303,36,700,225
303,38,145,193
303,39,509,198
303,22,368,179
304,9,42,229
304,16,335,225
304,28,450,206
304,30,552,251
304,33,655,250
304,34,411,194
304,35,261,189
304,36,703,226
304,38,145,193
304,39,509,197
304,21,356,170
304,22,368,180
304,25,356,213
305,9,41,229
305,16,336,224
305,28,449,206
305,30,551,252
305,33,652,250
305,34,411,194
305,35,262,189
305,36,702,226
305,38,145,194
305,7,352,169
305,21,356,171
305,22,368,180
305,25,355,213
305,39,511,203
306,9,40,228
306,16,332,223
306,28,449,206
306,30,549,252
306,33,650,251
306,34,411,193
306,35,261,189
306,36,697,226
306,38,145,194
306,39,512,207
306,7,353,169
306,21,356,171
306,22,368,180
307,9,39,228
307,16,334,223
307,28,448,207
307,30,548,252
307,33,648,251
307,34,411,193
307,35,261,189
307,36,695,226
307,38,146,194
307,39,512,206
307,21,356,170
307,22,369,180
308,9,39,227
308,16,336,222
308,28,447,207
308,30,544,251
308,33,646,251
308,34,412,192
308,35,261,189
308,36,696,226
308,38,145,194
308,21,356,169
308,22,368,180
308,39,513,203
309,9,39,227
309,16,338,222
309,28,446,208
309,30,541,250
309,33,644,250
309,35,262,189
309,36,692,226
309,38,145,194
309,22,369,179
309,34,412,192
309,39,511,201
310,9,39,226
310,16,339,222
310,28,444,208
310,30,540,248
310,33,641,250
310,34,412,192
310,35,262,189
310,36,687,226
310,38,146,194
310,22,369,178
311,9,38,227
311,16,340,222
311,28,444,208
311,30,537,246
311,33,639,249
311,35,262,188
311,36,682,226
311,38,146,194
311,22,369,176
311,34,412,192
312,9,37,228
312,16,342,223
312,28,443,208
312,30,534,244
312,33,636,247
312,35,262,188
312,36,680,226
312,38,146,194
312,40,294,197
312,22,370,176
312,34,412,192
313,9,35,229
313,16,342,224
313,28,442,208
313,30,533,241
313,33,635,246
313,35,262,188
313,36,680,226
313,38,145,194
313,40,294,197
313,41,586,203
313,34,411,192
314,9,35,230
314,16,344,225
314,28,442,207
314,30,531,240
314,33,633,242
314,35,262,188
314,36,678,225
314,38,146,195
314,40,294,196
314,41,586,204
314,34,412,191
315,9,33,233
315,16,344,227
315,28,440,206
315,30,529,238
315,33,630,242
315,35,262,188
315,36,677,224
315,38,146,195
315,40,296,195
315,41,586,204
315,34,414,189
316,9,31,235
316,16,345,228
316,28,437,205
316,30,527,237
316,33,625,240
316,35,263,188
316,36,673,223
316,38,146,195
316,40,297,195
316,41,587,204
316,34,412,189
317,9,31,235
317,16,347,229
317,28,437,204
317,30,526,236
317,33,623,239
317,35,263,188
317,36,672,222
317,38,146,194
317,40,299,194
317,41,587,204
318,9,31,238
318,16,348,230
318,28,436,204
318,30,525,236
318,33,621,238
318,35,264,189
318,36,669,222
318,38,146,194
318,40,299,194
318,41,586,201
319,9,30,236
319,16,350,231
319,28,436,204
319,30,525,236
319,33,618,238
319,35,264,189
319,36,667,221
319,38,147,194
319,40,299,194
319,41,586,200
320,9,28,234
320,16,352,231
320,28,436,204
320,30,525,235
320,33,616,238
320,35,264,188
320,36,666,220
320,38,147,194
320,40,300,194
320,41,586,203
321,9,27,243
321,16,352,231
321,28,435,204
321,30,525,237
321,33,614,239
321,35,264,188
321,36,665,220
321,38,147,195
321,40,301,195
321,42,56,220
321,41,587,202
322,16,355,231
322,28,430,203
322,30,525,236
322,33,611,239
322,35,263,188
322,36,664,220
322,38,147,195
322,40,301,195
322,42,54,219
322,9,27,246
323,9,28,211
323,16,356,231
323,28,429,203
323,30,524,238
323,33,609,239
323,35,264,187
323,36,662,220
323,38,147,196
323,40,301,195
323,42,55,220
324,9,26,213
324,16,358,230
324,28,430,204
324,30,523,240
324,33,606,240
324,35,264,188
324,36,661,220
324,38,147,196
324,40,301,195
324,42,55,219
325,9,24,213
325,16,359,229
325,28,431,204
325,30,522,240
325,33,605,240
325,35,264,188
325,36,659,220
325,38,147,197
325,40,303,196
325,42,55,219
326,9,23,214
326,16,361,229
326,28,430,205
326,30,521,240
326,33,605,241
326,35,264,187
326,36,656,221
326,40,303,196
326,42,55,219
326,38,147,199
327,9,21,218
327,16,361,229
327,28,431,205
327,30,521,240
327,33,604,241
327,35,265,188
327,36,654,221
327,40,304,196
327,42,54,219
327,25,333,216
327,38,147,200
328,9,20,234
328,16,364,228
328,28,432,205
328,30,521,239
328,33,604,241
328,35,265,188
328,36,652,221
328,38,149,201
328,40,303,196
328,42,54,218
328,25,335,215
329,16,367,229
329,28,432,205
329,30,519,238
329,33,604,240
329,35,266,188
329,36,650,222
329,40,303,196
329,42,54,218
329,9,19,240
329,25,332,214
329,38,148,201
330,16,368,231
330,25,333,214
330,28,431,205
330,30,519,237
330,33,602,240
330,35,266,189
330,36,648,222
330,40,304,196
330,42,52,218
330,9,18,247
330,38,149,199
331,16,371,232
331,25,332,213
331,28,430,204
331,30,519,234
331,33,601,239
331,35,266,189
331,36,645,222
331,40,305,196
331,42,50,219
331,9,17,256
331,38,148,201
332,16,372,233
332,25,333,214
332,28,430,204
332,30,519,232
332,33,599,238
332,35,266,190
332,36,643,221
332,40,306,196
332,42,50,219
332,9,17,257
332,38,147,201
333,16,375,234
333,25,333,214
333,28,430,202
333,30,518,231
333,33,597,236
333,35,267,190
333,36,642,221
333,40,307,196
333,42,49,220
333,9,15,257
333,38,149,202
334,16,374,235
334,25,334,214
334,28,429,201
334,30,518,230
334,33,595,234
334,35,267,191
334,36,641,220
334,40,307,196
334,42,48,220
334,9,13,254
334,38,148,203
335,16,375,235
335,25,335,215
335,28,430,200
335,30,516,229
335,33,591,233
335,35,267,190
335,36,639,220
335,40,308,196
335,42,46,222
335,9,13,255
335,38,148,202
336,16,376,237
336,25,336,215
336,28,429,199
336,30,513,229
336,33,589,232
336,35,268,190
336,36,638,219
336,40,308,196
336,42,45,224
336,9,12,251
336,38,149,192
337,16,380,238
337,25,339,215
337,30,512,229
337,33,586,231
337,35,269,190
337,36,636,218
337,40,310,197
337,42,45,224
337,9,11,235
337,28,428,194
337,38,149,192
338,16,382,239
338,25,341,215
338,28,428,188
338,30,510,229
338,33,584,231
338,35,269,190
338,36,635,217
338,40,311,197
338,42,44,227
338,9,11,209
338,38,149,191
339,16,384,239
339,25,344,215
339,28,428,177
339,30,508,230
339,33,583,230
339,35,270,189
339,36,633,217
339,40,311,198
339,42,42,228
339,9,9,208
339,38,150,190
340,16,386,239
340,25,345,215
340,28,428,175
340,30,506,230
340,33,581,231
340,35,270,189
340,36,631,217
340,38,150,190
340,40,311,198
340,42,39,228
340,9,7,207
341,16,388,238
341,25,346,215
341,30,504,230
341,33,580,231
341,35,270,188
341,36,629,217
341,40,312,198
341,42,38,228
341,28,426,172
341,38,150,190
342,16,389,238
342,28,429,189
342,30,502,231
342,33,578,231
342,35,269,188
342,36,627,217
342,40,313,198
342,42,37,228
342,25,348,215
342,38,150,188
343,16,391,238
343,30,501,231
343,33,576,232
343,35,269,189
343,36,624,217
343,40,313,199
343,42,35,228
343,25,348,214
343,28,428,190
343,38,150,188
344,16,394,237
344,30,499,232
344,33,575,232
344,35,270,189
344,36,622,217
344,38,150,187
344,40,314,198
344,42,34,227
344,25,350,214
344,28,427,191
345,16,395,237
345,30,496,232
345,33,574,232
345,35,270,190
345,36,619,217
345,38,151,188
345,40,314,199
345,42,32,226
345,25,352,215
345,28,425,173
346,16,395,237
346,30,495,231
346,33,572,233
346,35,270,189
346,36,619,217
346,38,151,188
346,40,314,199
346,42,30,227
346,25,356,217
346,28,422,172
346,41,596,166
347,16,395,236
347,30,494,231
347,33,570,233
347,35,270,190
347,36,618,217
347,38,151,188
347,40,314,198
347,42,30,226
347,25,357,219
347,41,597,165
348,16,396,236
348,30,494,229
348,33,568,232
348,35,270,190
348,36,616,218
348,38,151,188
348,40,314,198
348,42,29,227
348,25,359,221
348,28,440,184
348,41,597,167
349,16,399,237
349,25,361,223
349,30,493,228
349,33,567,232
349,35,270,190
349,36,615,217
349,38,151,188
349,40,314,199
349,41,598,166
349,42,28,228
349,28,440,185
350,16,400,240
350,30,490,227
350,33,566,232
350,35,270,190
350,36,614,217
350,38,151,188
350,40,315,198
350,42,27,235
350,25,366,224
350,28,441,184
350,41,598,167
351,16,404,241
351,30,484,225
351,33,563,230
351,35,270,190
351,36,613,217
351,40,316,198
351,42,26,229
351,25,369,221
351,28,442,183
351,38,152,188
351,41,597,166
352,16,406,243
352,30,484,223
352,33,562,230
352,35,271,189
352,36,613,216
352,40,317,198
352,42,22,230
352,25,369,220
352,28,443,182
352,38,152,188
353,16,409,244
353,30,485,222
353,33,560,228
353,35,271,189
353,36,611,216
353,40,318,197
353,25,369,220
353,38,152,187
353,42,23,229
354,16,411,245
354,30,484,222
354,33,558,226
354,35,272,189
354,36,608,215
354,40,318,198
354,25,370,220
354,38,152,188
354,42,22,231
355,16,414,248
355,30,485,222
355,33,556,225
355,35,273,189
355,36,607,215
355,40,319,198
355,25,373,220
355,38,152,188
355,42,21,229
356,16,416,248
356,30,483,221
356,33,554,225
356,35,273,189
356,36,605,214
356,40,319,198
356,25,373,220
356,38,152,188
356,42,21,229
357,16,419,248
357,30,484,221
357,33,553,224
357,35,273,189
357,36,603,214
357,38,151,188
357,40,319,198
357,25,379,219
357,42,20,228
358,16,421,248
358,30,483,221
358,33,551,224
358,35,275,189
358,36,601,213
358,40,319,197
358,43,631,204
358,25,379,219
358,38,151,189
358,42,20,228
359,16,423,247
359,30,485,222
359,33,548,224
359,35,275,190
359,36,600,213
359,40,320,198
359,43,636,205
359,25,380,219
359,38,151,187
359,42,20,253
360,16,427,247
360,30,486,222
360,33,546,224
360,35,276,190
360,36,598,213
360,40,321,198
360,42,20,198
360,43,637,206
360,25,388,219
360,38,151,187
361,16,430,246
361,25,383,182
361,30,487,200
361,33,545,225
361,35,277,190
361,36,597,212
361,40,324,197
361,42,22,202
361,43,638,206
361,38,152,188
362,16,432,245
362,30,486,201
362,33,544,225
362,35,277,190
362,36,597,213
362,40,324,198
362,42,22,201
362,43,639,207
362,25,384,183
362,38,152,187
363,16,432,244
363,30,486,201
363,33,542,225
363,35,278,190
363,36,596,212
363,40,324,198
363,42,22,201
363,43,640,208
363,25,385,180
363,38,151,188
364,16,433,244
364,30,486,201
364,33,540,225
364,35,279,191
364,36,593,212
364,40,325,198
364,42,22,201
364,43,641,208
364,25,386,181
364,38,150,188
365,16,434,244
365,30,485,202
365,33,541,226
365,35,280,190
365,36,592,213
365,40,325,199
365,42,23,200
365,43,643,209
365,25,389,179
365,38,151,187
366,16,433,247
366,33,540,226
366,35,281,190
366,36,590,213
366,40,326,199
366,42,23,196
366,43,644,209
366,44,622,204
366,25,392,171
366,30,484,202
366,38,151,187
367,16,437,250
367,30,484,180
367,33,539,226
367,35,282,190
367,36,589,213
367,40,327,199
367,42,24,196
367,43,647,209
367,44,623,203
367,25,395,171
367,38,152,187
368,16,440,252
368,25,398,225
368,30,485,178
368,33,539,226
368,35,283,189
368,36,586,214
368,40,326,199
368,42,25,197
368,43,650,209
368,44,622,204
368,38,151,187
369,16,447,252
369,25,401,225
369,30,485,176
369,33,538,225
369,35,284,190
369,36,586,213
369,40,326,199
369,42,27,197
369,43,652,208
369,44,622,204
369,38,151,187
370,16,442,254
370,33,537,225
370,35,284,189
370,36,584,213
370,40,327,199
370,42,27,197
370,43,658,207
370,44,622,205
370,25,406,227
370,30,484,176
370,38,151,187
370,45,94,200
371,16,444,256
371,33,535,223
371,35,285,189
371,36,582,213
371,40,327,199
371,42,28,196
371,43,663,207
371,44,622,206
371,25,410,224
371,38,150,187
371,45,93,200
372,16,446,258
372,25,395,193
372,33,530,222
372,35,285,189
372,36,580,212
372,40,328,199
372,42,28,196
372,43,666,206
372,44,622,206
372,45,92,184
373,16,448,259
373,25,394,193
373,33,528,221
373,35,285,190
373,36,579,212
373,40,328,199
373,42,28,195
373,43,671,207
373,44,620,206
373,45,91,184
374,16,450,261
374,25,392,193
374,33,527,220
374,35,285,190
374,36,578,211
374,40,328,200
374,42,30,195
374,43,674,208
374,44,621,206
374,45,91,184
375,16,452,261
375,25,390,193
375,33,527,220
375,35,286,190
375,36,577,210
375,40,328,200
375,42,31,195
375,43,679,209
375,44,622,206
375,45,89,183
375,38,151,187
376,16,454,260
376,25,390,194
376,33,527,218
376,35,286,191
376,36,576,210
376,40,328,201
376,42,33,195
376,43,682,210
376,44,622,206
376,38,152,185
376,45,89,184
377,16,458,260
377,25,390,194
377,33,528,216
377,35,287,191
377,36,575,209
377,40,328,201
377,42,33,195
377,43,685,211
377,44,623,206
377,38,152,185
377,45,89,184
378,16,465,259
378,25,391,196
378,33,529,213
378,35,288,191
378,36,574,209
378,40,329,201
378,42,34,196
378,43,688,212
378,44,624,206
378,38,153,185
378,45,89,184
379,16,468,258
379,25,391,196
379,33,531,197
379,35,287,191
379,36,573,209
379,40,329,201
379,43,689,212
379,44,625,206
379,38,153,185
379,42,33,195
379,45,90,184
380,16,477,258
380,25,390,196
380,33,531,194
380,35,288,191
380,36,572,208
380,40,329,202
380,42,36,194
380,43,691,213
380,44,626,206
380,45,90,203
380,38,152,186
381,16,479,258
381,25,391,196
381,33,531,194
381,35,288,191
381,36,570,208
381,40,329,202
381,42,36,195
381,43,692,213
381,44,626,205
381,45,91,203
381,38,153,184
382,16,482,257
382,25,390,195
382,33,531,194
382,35,290,191
382,36,569,208
382,40,329,202
382,42,37,196
382,43,696,213
382,44,627,205
382,45,92,203
383,16,489,256
383,25,389,195
383,35,289,191
383,36,568,209
383,40,328,202
383,42,38,195
383,43,700,212
383,44,628,205
383,45,92,203
383,33,531,192
384,16,495,256
384,25,387,194
384,35,289,190
384,36,568,209
384,40,329,202
384,42,40,193
384,43,704,211
384,44,629,205
384,45,91,203
384,33,549,197
384,38,155,189
385,16,496,258
385,25,386,194
385,35,288,191
385,36,568,209
385,40,329,202
385,42,43,195
385,43,708,211
385,44,629,205
385,45,91,204
385,33,548,196
385,38,157,191
386,16,502,261
386,25,384,193
386,35,289,191
386,36,567,209
386,38,157,191
386,40,330,201
386,42,44,194
386,43,712,210
386,44,630,206
386,45,91,204
386,33,549,196
387,16,513,262
387,25,384,193
387,35,290,191
387,36,567,210
387,38,155,191
387,40,330,201
387,42,45,194
387,43,714,210
387,44,631,205
387,45,92,203
387,33,550,197
388,16,519,263
388,25,384,193
388,35,291,192
388,36,566,210
388,38,155,191
388,40,330,201
388,42,45,193
388,43,719,210
388,44,631,205
388,45,93,202
388,46,438,215
389,16,522,266
389,25,383,193
389,35,291,192
389,36,565,210
389,38,155,192
389,40,330,201
389,42,45,193
389,43,723,211
389,44,633,205
389,45,92,201
389,46,439,214
390,16,527,268
390,25,383,192
390,35,292,192
390,36,565,209
390,38,155,192
390,40,330,200
390,42,45,194
390,43,728,211
390,44,634,205
390,45,89,200
390,46,440,213
391,16,527,273
391,25,382,192
391,35,292,193
391,38,155,193
391,40,331,200
391,42,47,192
391,43,735,212
391,44,635,205
391,46,441,213
391,36,566,192
391,45,88,199
392,16,528,275
392,25,382,193
392,35,294,193
392,38,155,194
392,40,331,200
392,42,47,193
392,43,740,213
392,44,636,205
392,45,88,199
392,46,443,212
393,16,529,275
393,25,382,193
393,35,296,193
393,38,154,194
393,40,331,201
393,42,48,194
393,43,744,214
393,44,637,205
393,45,89,199
393,46,443,211
394,16,532,275
394,25,381,193
394,35,295,193
394,38,155,194
394,40,332,201
394,42,48,194
394,43,746,216
394,44,638,206
394,45,88,201
394,46,443,211
394,47,818,261
395,16,535,275
395,25,382,194
395,35,296,192
395,38,155,194
395,40,332,201
395,42,48,194
395,43,748,216
395,44,639,206
395,45,89,201
395,46,442,211
395,47,817,260
396,16,540,274
396,25,382,194
396,35,297,192
396,38,155,194
396,40,332,202
396,42,49,194
396,43,750,217
396,44,640,206
396,45,89,202
396,46,442,212
396,47,815,259
397,16,546,273
397,25,383,194
397,35,297,192
397,38,155,194
397,40,332,202
397,42,49,194
397,43,751,217
397,44,640,206
397,46,442,212
397,47,814,246
397,45,88,201
398,16,549,273
398,25,382,194
398,35,297,192
398,38,155,194
398,40,332,202
398,42,49,194
398,43,753,217
398,44,642,206
398,45,88,202
398,46,443,212
398,47,812,246
399,16,557,272
399,25,382,193
399,35,298,192
399,38,154,194
399,40,332,203
399,42,49,188
399,43,756,217
399,44,642,207
399,46,443,212
399,47,811,246
399,45,91,203
400,16,557,270
400,25,382,193
400,35,297,192
400,38,154,194
400,40,333,203
400,42,49,194
400,43,760,216
400,44,643,207
400,46,444,212
400,47,811,244
400,45,89,204
401,16,560,272
401,25,381,193
401,35,297,192
401,38,154,193
401,40,333,204
401,42,49,193
401,43,764,216
401,44,644,207
401,46,444,212
401,47,810,245
401,45,92,204
402,16,562,278
402,25,381,193
402,35,298,192
402,38,154,194
402,40,333,204
402,42,50,190
402,43,771,214
402,44,645,207
402,46,444,212
402,47,803,243
402,48,492,210
402,45,90,203
403,16,565,277
403,25,381,192
403,35,298,193
403,38,155,194
403,40,334,204
403,42,49,186
403,43,777,214
403,44,647,207
403,46,444,212
403,47,799,248
403,48,492,210
403,45,89,204
404,16,569,278
404,25,382,191
404,35,298,193
404,38,155,194
404,40,334,204
404,42,49,186
404,43,781,214
404,44,650,207
404,45,88,204
404,46,443,212
404,47,809,248
404,48,492,210
405,16,573,278
405,25,381,191
405,35,299,193
405,38,155,194
405,40,334,204
405,42,50,191
405,45,87,204
405,46,443,212
405,47,807,245
405,48,494,211
405,43,784,214
405,44,653,207
406,16,579,279
406,25,381,191
406,35,298,193
406,38,155,194
406,40,333,204
406,42,50,192
406,43,784,177
406,45,87,204
406,46,443,211
406,47,806,243
406,48,494,211
406,44,655,207
407,16,584,280
407,25,381,191
407,35,297,193
407,38,155,195
407,40,333,203
407,42,49,192
407,43,783,194
407,46,440,211
407,47,807,242
407,48,494,212
407,45,86,203
408,16,586,280
408,25,381,191
408,35,298,193
408,38,155,195
408,40,333,203
408,42,49,192
408,43,786,179
408,45,87,203
408,46,441,211
408,47,805,241
408,48,494,213
409,16,591,280
409,25,381,191
409,35,298,194
409,38,155,195
409,40,333,203
409,46,439,210
409,47,802,241
409,48,493,215
409,42,49,190
409,43,786,176
409,45,86,203
410,16,596,279
410,25,380,192
410,35,297,194
410,38,155,195
410,40,334,204
410,46,440,209
410,47,798,241
410,48,492,214
410,42,48,183
410,45,86,203
411,16,602,279
411,25,380,192
411,35,297,193
411,38,155,195
411,40,334,204
411,46,438,208
411,47,791,241
411,48,492,213
411,42,48,183
411,45,87,203
412,16,608,278
412,25,380,192
412,35,297,193
412,38,156,194
412,40,335,205
412,46,436,208
412,47,785,241
412,48,492,213
412,42,49,184
412,45,87,181
413,16,615,277
413,25,380,192
413,35,297,193
413,40,336,205
413,46,435,208
413,47,782,242
413,48,490,212
413,38,156,193
413,45,84,181
414,16,627,275
414,25,380,192
414,35,297,192
414,40,337,205
414,46,435,207
414,47,779,243
414,48,489,211
414,38,156,193
414,45,84,181
415,16,631,274
415,25,380,192
415,35,296,192
415,40,337,206
415,46,435,207
415,47,778,243
415,48,488,211
415,38,156,193
415,45,85,181
416,16,636,273
416,25,379,192
416,35,296,192
416,40,337,206
416,46,434,207
416,47,778,243
416,48,487,211
416,49,539,204
416,38,156,193
416,45,84,181
417,16,643,272
417,25,379,191
417,35,297,193
417,40,336,206
417,46,432,207
417,47,781,243
417,48,485,211
417,49,541,203
417,50,828,234
417,38,155,193
417,45,85,207
418,16,645,272
418,25,377,182
418,35,297,193
418,40,336,207
418,46,431,207
418,47,779,242
418,48,485,211
418,49,541,203
418,50,825,233
418,38,155,194
418,45,85,207
419,16,657,271
419,25,376,179
419,35,298,194
419,40,335,207
419,46,431,208
419,47,777,241
419,48,485,210
419,49,541,203
419,50,823,231
419,38,154,194
419,45,85,207
420,16,661,271
420,25,376,178
420,35,298,194
420,40,335,207
420,46,430,208
420,47,777,240
420,48,484,211
420,49,539,203
420,50,822,228
420,38,155,194
420,45,86,207
421,16,669,270
421,25,375,177
421,35,300,194
421,40,335,207
421,46,430,209
421,47,775,239
421,48,483,210
421,49,539,204
421,50,822,231
421,38,156,193
421,45,85,182
422,16,677,270
422,25,375,177
422,35,300,195
422,40,334,206
422,46,429,209
422,47,772,236
422,48,482,211
422,49,539,204
422,50,820,232
422,38,156,193
422,45,85,182
423,16,689,271
423,25,375,177
423,35,299,196
423,40,333,206
423,46,428,210
423,47,769,233
423,48,482,212
423,49,539,204
423,50,816,232
423,38,156,193
423,45,84,181
424,16,698,271
424,25,375,177
424,35,299,196
424,40,334,205
424,46,428,209
424,48,482,212
424,49,538,204
424,50,812,232
424,38,155,194
424,42,70,194
424,45,83,187
424,47,770,221
425,16,700,271
425,25,375,179
425,35,300,195
425,40,334,205
425,46,427,210
425,48,481,212
425,49,537,204
425,50,812,232
425,51,573,202
425,38,155,193
425,42,70,197
425,45,84,172
425,47,773,214
426,16,708,272
426,25,376,178
426,35,300,195
426,40,335,204
426,46,427,209
426,48,481,213
426,49,537,204
426,50,814,232
426,51,574,202
426,38,154,192
426,42,83,197
426,45,83,179
426,47,763,179
427,16,715,271
427,25,375,178
427,35,300,194
427,40,335,205
427,46,426,209
427,48,480,212
427,49,536,204
427,50,813,233
427,51,574,203
427,38,155,193
427,42,84,203
427,45,84,179
428,16,720,271
428,25,375,178
428,35,300,194
428,40,335,204
428,46,425,208
428,48,480,212
428,49,536,204
428,50,813,233
428,51,576,203
428,38,154,194
428,42,84,203
428,45,94,180
429,16,730,269
429,25,375,179
429,35,300,194
429,40,336,205
429,46,424,207
429,48,480,212
429,49,536,204
429,51,577,203
429,38,154,192
429,42,83,206
429,45,95,207
429,50,817,233
430,16,736,267
430,25,375,182
430,35,300,194
430,40,336,205
430,46,423,206
430,48,479,212
430,49,535,204
430,51,579,204
430,52,653,265
430,38,154,192
430,42,69,210
430,45,93,206
431,16,747,264
431,25,376,179
431,35,300,195
431,40,337,206
431,46,422,205
431,48,479,211
431,49,534,204
431,51,581,204
431,52,660,266
431,38,155,193
431,42,68,208
431,45,93,206
432,16,757,263
432,25,376,179
432,35,301,195
432,40,338,206
432,45,93,206
432,46,422,205
432,48,479,211
432,49,532,203
432,51,581,204
432,52,666,268
432,38,155,193
432,42,68,208
433,16,759,261
433,25,376,181
433,35,301,195
433,40,338,206
433,46,422,204
433,48,478,210
433,49,531,203
433,51,582,204
433,52,672,268
433,38,155,194
433,42,77,208
433,45,95,207
434,16,762,259
434,25,377,184
434,35,302,195
434,40,337,206
434,46,422,205
434,48,477,210
434,49,530,203
434,51,583,204
434,52,681,269
434,38,155,194
434,42,71,207
434,45,93,206
435,16,764,258
435,25,377,183
435,35,302,196
435,40,339,207
435,46,422,205
435,48,477,208
435,49,530,203
435,51,584,205
435,52,685,269
435,38,156,195
435,42,69,207
435,45,90,205
436,16,766,257
436,25,377,183
436,35,302,196
436,40,340,207
436,42,68,208
436,46,422,205
436,48,476,208
436,49,529,202
436,51,585,205
436,52,692,269
436,38,157,194
436,45,95,205
437,16,764,256
437,25,377,188
437,35,302,197
437,40,341,208
437,42,66,209
437,46,422,205
437,48,476,208
437,49,528,202
437,51,585,205
437,52,696,271
437,38,156,195
437,45,97,211
438,16,766,256
438,25,378,182
438,35,302,197
438,40,341,208
438,42,67,209
438,46,422,205
438,48,476,208
438,49,528,201
438,51,587,205
438,52,703,270
438,38,156,195
438,45,97,211
439,16,765,256
439,25,378,188
439,35,302,197
439,40,343,208
439,42,67,209
439,46,422,205
439,48,475,208
439,49,527,201
439,51,589,204
439,52,708,269
439,38,156,196
439,45,100,210
440,16,765,256
440,25,379,188
440,35,302,198
440,40,345,209
440,42,67,209
440,46,422,205
440,48,474,208
440,49,527,201
440,51,590,204
440,52,716,268
440,38,156,195
440,45,99,210
441,35,301,198
441,40,345,210
441,42,65,209
441,46,422,205
441,48,474,208
441,49,527,201
441,51,591,204
441,52,726,270
441,53,669,205
441,16,753,262
441,25,379,185
441,38,157,196
441,45,99,209
442,35,302,197
442,40,346,209
442,42,65,209
442,46,422,205
442,48,473,207
442,49,526,201
442,51,593,203
442,52,739,203
442,53,697,227
442,16,760,283
442,25,380,180
442,38,157,195
442,45,99,210
443,16,756,278
443,35,301,197
443,40,348,208
443,42,64,209
443,46,422,205
443,48,472,207
443,49,526,201
443,51,595,203
443,53,696,226
443,25,381,181
443,38,159,195
443,45,99,211
443,52,798,298
444,16,768,277
444,35,301,197
444,40,350,208
444,42,64,209
444,46,422,205
444,48,472,207
444,49,525,201
444,51,595,203
444,53,693,226
444,25,381,181
444,38,159,195
445,16,774,276
445,35,301,196
445,40,350,207
445,42,63,209
445,46,421,205
445,48,472,207
445,49,527,202
445,51,597,203
445,53,691,227
445,38,159,195
445,45,98,181
446,16,780,274
446,35,301,196
446,40,351,207
446,42,63,209
446,46,421,204
446,48,471,207
446,49,525,201
446,51,597,204
446,53,685,228
446,38,159,195
447,16,783,274
447,35,302,196
447,40,353,207
447,42,62,210
447,46,420,204
447,48,471,207
447,49,524,201
447,51,598,205
447,53,684,228
447,38,159,195
448,16,794,273
448,35,302,196
448,40,356,209
448,42,60,211
448,46,420,203
448,48,470,207
448,49,524,202
448,51,599,205
448,53,683,228
448,38,159,195
449,16,793,274
449,35,303,196
449,40,358,209
449,42,59,213
449,46,420,203
449,48,470,207
449,49,524,202
449,51,600,205
449,53,681,229
449,38,157,195
450,16,795,275
450,35,303,197
450,40,358,210
450,42,58,213
450,46,420,203
450,48,469,206
450,49,523,202
450,51,601,205
450,53,680,229
450,54,739,223
450,38,158,195
451,16,796,278
451,35,305,197
451,40,360,210
451,42,59,213
451,46,419,203
451,48,468,203
451,49,522,201
451,51,603,206
451,53,680,229
451,54,740,227
451,38,159,195
451,45,94,186
452,16,800,279
452,35,305,197
452,40,361,210
452,42,58,213
452,46,418,203
452,48,467,203
452,49,521,201
452,51,605,206
452,53,679,228
452,54,740,226
452,38,159,196
452,45,94,185
453,16,803,306
453,35,305,197
453,40,362,210
453,42,58,214
453,46,418,202
453,48,466,202
453,49,521,200
453,51,605,206
453,53,677,227
453,54,737,225
453,38,159,197
453,45,93,185
454,16,805,313
454,35,306,198
454,40,361,211
454,42,57,214
454,46,418,202
454,48,466,201
454,49,521,200
454,51,605,205
454,53,676,227
454,54,735,224
454,38,159,198
454,45,93,185
455,16,807,315
455,35,306,199
455,40,362,211
455,42,59,214
455,46,417,203
455,48,465,201
455,49,520,199
455,51,607,205
455,53,673,225
455,54,732,223
455,38,160,203
455,45,94,184
456,16,810,318
456,35,307,199
456,40,360,212
456,42,56,215
456,46,417,202
456,48,465,201
456,49,519,199
456,51,608,205
456,53,670,224
456,54,730,222
456,38,160,204
456,45,93,185
457,16,826,256
457,35,307,198
457,40,360,211
457,42,55,215
457,46,416,202
457,48,465,201
457,49,518,199
457,51,609,205
457,53,665,224
457,54,727,221
457,38,160,205
457,45,94,186
458,35,307,199
458,40,360,211
458,42,55,215
458,45,94,186
458,46,416,201
458,48,465,202
458,49,518,198
458,51,609,204
458,53,662,223
458,54,725,221
458,16,825,324
458,38,160,203
459,35,308,198
459,40,360,211
459,42,54,214
459,45,95,186
459,46,416,201
459,48,465,202
459,49,517,199
459,51,610,204
459,53,657,222
459,54,722,220
459,16,837,253
459,38,160,203
460,35,310,197
460,40,361,210
460,42,55,213
460,45,95,186
460,46,415,201
460,48,465,203
460,49,516,200
460,51,611,204
460,53,655,222
460,54,719,220
460,38,160,202
461,35,312,197
461,40,362,209
461,42,52,213
461,45,95,187
461,46,415,202
461,48,465,202
461,49,516,200
461,51,612,206
461,53,654,222
461,54,714,220
461,38,160,202
462,35,312,197
462,40,362,209
462,42,52,214
462,45,95,187
462,46,415,202
462,48,465,202
462,49,515,200
462,51,614,205
462,53,653,222
462,54,709,220
462,38,160,203
